geneA_id	geneB_id	geneA_position	geneB_position	intervening_genes	operon_id	operon_length
P0A7N4	P0AAI9	2	5	2	173885	6
P0A7N4	P0AEK2	2	6	3	173885	6
P0A6R0	P27247	4	3	0	173885	6
P0AAI9	P27247	5	3	1	173885	6
P0AEK2	P27247	6	3	2	173885	6
P0A6R0	P0AAI9	4	5	0	173885	6
P0A6R0	P0AEK2	4	6	1	173885	6
P0AAI9	P0AEK2	5	6	0	173885	6
P02358	P07013	1	2	0	174480	4
P02358	P0A7T7	1	3	1	174480	4
P02358	P0A7R1	1	4	2	174480	4
P07013	P0A7T7	2	3	0	174480	4
P07013	P0A7R1	2	4	1	174480	4
P0A7R1	P0A7T7	4	3	0	174480	4
P0A8A8	P0AFF6	1	2	0	174281	3
P0A705	P0A8A8	3	1	1	174281	3
P0A705	P0AFF6	3	2	0	174281	3
P0ADU7	Q93K97	2	1	0	174252	5
P0AEW4	Q93K97	3	1	1	174252	5
P0A8Z7	Q93K97	4	1	2	174252	5
P20083	Q93K97	5	1	3	174252	5
P0ADU7	P0AEW4	2	3	0	174252	5
P0A8Z7	P0ADU7	4	2	1	174252	5
P0ADU7	P20083	2	5	2	174252	5
P0A8Z7	P0AEW4	4	3	0	174252	5
P0AEW4	P20083	3	5	1	174252	5
P0A8Z7	P20083	4	5	0	174252	5
P0C8J6	P0C8J8	1	2	0	174061	2
P0A8G0	P0AED5	2	1	0	174031	3
P0ABF8	P0AED5	3	1	1	174031	3
P0A8G0	P0ABF8	2	3	0	174031	3
P0AFM6	P0AFM9	1	2	0	173921	5
P0AFM6	P0AFN2	1	3	1	173921	5
P0AFM6	P0AFV8	1	4	2	173921	5
P0AFM6	P23857	1	5	3	173921	5
P0AFM9	P0AFN2	2	3	0	173921	5
P0AFM9	P0AFV8	2	4	1	173921	5
P0AFM9	P23857	2	5	2	173921	5
P0AFN2	P0AFV8	3	4	0	173921	5
P0AFN2	P23857	3	5	1	173921	5
P0AFV8	P23857	4	5	0	173921	5
P0ADI7	P37348	1	2	0	174021	3
P0ADI7	P64515	1	3	1	174021	3
P37348	P64515	2	3	0	174021	3
P0CF40	P0CF53	1	2	0	174490	2
P0ADE6	P0AE42	2	1	0	174176	2
P0AD01	P0AEC8	2	1	0	174466	2
P0A700	P0AAN3	1	2	0	174189	6
P0A700	P0AAM3	1	3	1	174189	6
P0A700	P24192	1	4	2	174189	6
P0A700	P24193	1	5	3	174189	6
P0A700	P19323	1	6	4	174189	6
P0AAM3	P0AAN3	3	2	0	174189	6
P0AAN3	P24192	2	4	1	174189	6
P0AAN3	P24193	2	5	2	174189	6
P0AAN3	P19323	2	6	3	174189	6
P0AAM3	P24192	3	4	0	174189	6
P0AAM3	P24193	3	5	1	174189	6
P0AAM3	P19323	3	6	2	174189	6
P24192	P24193	4	5	0	174189	6
P19323	P24192	6	4	1	174189	6
P19323	P24193	6	5	0	174189	6
P63746	P76556	1	2	0	174133	6
P63746	P76555	1	3	1	174133	6
P63746	P65643	1	4	2	174133	6
P63746	P77218	1	5	3	174133	6
P0ABF4	P63746	6	1	4	174133	6
P76555	P76556	3	2	0	174133	6
P65643	P76556	4	2	1	174133	6
P76556	P77218	2	5	2	174133	6
P0ABF4	P76556	6	2	3	174133	6
P65643	P76555	4	3	0	174133	6
P76555	P77218	3	5	1	174133	6
P0ABF4	P76555	6	3	2	174133	6
P65643	P77218	4	5	0	174133	6
P0ABF4	P65643	6	4	1	174133	6
P0ABF4	P77218	6	5	0	174133	6
P0AE28	P0C037	1	2	0	173742	2
P33136	P62517	1	2	0	173877	2
P75884	P75885	2	1	0	173862	7
P75883	P75885	3	1	1	173862	7
P75882	P75885	4	1	2	173862	7
P0A932	P75885	5	1	3	173862	7
P0ACZ2	P75885	6	1	4	173862	7
P38134	P75885	7	1	5	173862	7
P75883	P75884	3	2	0	173862	7
P75882	P75884	4	2	1	173862	7
P0A932	P75884	5	2	2	173862	7
P0ACZ2	P75884	6	2	3	173862	7
P38134	P75884	7	2	4	173862	7
P75882	P75883	4	3	0	173862	7
P0A932	P75883	5	3	1	173862	7
P0ACZ2	P75883	6	3	2	173862	7
P38134	P75883	7	3	3	173862	7
P0A932	P75882	5	4	0	173862	7
P0ACZ2	P75882	6	4	1	173862	7
P38134	P75882	7	4	2	173862	7
P0A932	P0ACZ2	5	6	0	173862	7
P0A932	P38134	5	7	1	173862	7
P0ACZ2	P38134	6	7	0	173862	7
P76256	P76257	2	1	0	174006	3
P0AA91	P76257	3	1	1	174006	3
P0AA91	P76256	3	2	0	174006	3
P12996	P12998	1	2	0	173822	4
P12996	P12999	1	3	1	173822	4
P12996	P13000	1	4	2	173822	4
P12998	P12999	2	3	0	173822	4
P12998	P13000	2	4	1	173822	4
P12999	P13000	3	4	0	173822	4
P76395	P76396	2	1	0	174057	2
P03004	P0A988	1	2	0	174364	4
P03004	P0A7H0	1	3	1	174364	4
P03004	P0AES6	1	4	2	174364	4
P0A7H0	P0A988	3	2	0	174364	4
P0A988	P0AES6	2	4	1	174364	4
P0A7H0	P0AES6	3	4	0	174364	4
P39328	Q6BEX0	2	1	0	174484	3
P37772	Q6BEX0	3	1	1	174484	3
P37772	P39328	3	2	0	174484	3
P0ABR9	P77397	2	1	0	173733	6
P77044	P77397	3	1	1	173733	6
P77397	P77608	1	4	2	173733	6
P77397	P77580	1	5	3	173733	6
P51020	P77397	6	1	4	173733	6
P0ABR9	P77044	2	3	0	173733	6
P0ABR9	P77608	2	4	1	173733	6
P0ABR9	P77580	2	5	2	173733	6
P0ABR9	P51020	2	6	3	173733	6
P77044	P77608	3	4	0	173733	6
P77044	P77580	3	5	1	173733	6
P51020	P77044	6	3	2	173733	6
P77580	P77608	5	4	0	173733	6
P51020	P77608	6	4	1	173733	6
P51020	P77580	6	5	0	173733	6
P17445	P17446	2	1	0	173725	3
P17444	P17446	3	1	1	173725	3
P17444	P17445	3	2	0	173725	3
P0A9C0	P13033	1	2	0	174092	3
P0A996	P0A9C0	3	1	1	174092	3
P0A996	P13033	3	2	0	174092	3
Q46796	Q46797	2	1	0	174218	5
P0CF40	Q46797	3	1	1	174218	5
P0CF53	Q46797	4	1	2	174218	5
Q46795	Q46797	5	1	3	174218	5
P0CF40	Q46796	3	2	0	174218	5
P0CF53	Q46796	4	2	1	174218	5
Q46795	Q46796	5	2	2	174218	5
P0CF40	P0CF53	3	4	0	174218	5
P0CF40	Q46795	3	5	1	174218	5
P0CF53	Q46795	4	5	0	174218	5
P0AB93	P37309	2	1	0	174404	3
P0AB96	P37309	3	1	1	174404	3
P0AB93	P0AB96	2	3	0	174404	3
P76361	P76362	1	2	0	174045	4
P64521	P76361	3	1	1	174045	4
P76361	P76364	1	4	2	174045	4
P64521	P76362	3	2	0	174045	4
P76362	P76364	2	4	1	174045	4
P64521	P76364	3	4	0	174045	4
P0A6I9	P36680	1	2	0	173678	3
P0A6I9	P0A8H8	1	3	1	173678	3
P0A8H8	P36680	3	2	0	173678	3
P0A959	P76491	1	2	0	174099	2
Q46819	Q46820	2	1	0	174224	2
P55734	P77295	2	1	0	174177	2
P24211	P31991	1	2	0	173945	2
P0AFC3	P0AFC7	1	2	0	174097	11
P0AFC3	P33599	1	3	1	174097	11
P0AFC3	P0AFD1	1	4	2	174097	11
P0AFC3	P31979	1	5	3	174097	11
P0AFC3	P33602	1	6	4	174097	11
P0AFC3	P0AFD4	1	7	5	174097	11
P0AFC3	P0AFD6	1	8	6	174097	11
P0AFC3	P0AFE0	1	9	7	174097	11
P0AFC3	P0AFE4	1	10	8	174097	11
P0AFC3	P33607	1	11	9	174097	11
P0AFC7	P33599	2	3	0	174097	11
P0AFC7	P0AFD1	2	4	1	174097	11
P0AFC7	P31979	2	5	2	174097	11
P0AFC7	P33602	2	6	3	174097	11
P0AFC7	P0AFD4	2	7	4	174097	11
P0AFC7	P0AFD6	2	8	5	174097	11
P0AFC7	P0AFE0	2	9	6	174097	11
P0AFC7	P0AFE4	2	10	7	174097	11
P0AFC7	P33607	2	11	8	174097	11
P0AFD1	P33599	4	3	0	174097	11
P31979	P33599	5	3	1	174097	11
P33599	P33602	3	6	2	174097	11
P0AFD4	P33599	7	3	3	174097	11
P0AFD6	P33599	8	3	4	174097	11
P0AFE0	P33599	9	3	5	174097	11
P0AFE4	P33599	10	3	6	174097	11
P33599	P33607	3	11	7	174097	11
P0AFD1	P31979	4	5	0	174097	11
P0AFD1	P33602	4	6	1	174097	11
P0AFD1	P0AFD4	4	7	2	174097	11
P0AFD1	P0AFD6	4	8	3	174097	11
P0AFD1	P0AFE0	4	9	4	174097	11
P0AFD1	P0AFE4	4	10	5	174097	11
P0AFD1	P33607	4	11	6	174097	11
P31979	P33602	5	6	0	174097	11
P0AFD4	P31979	7	5	1	174097	11
P0AFD6	P31979	8	5	2	174097	11
P0AFE0	P31979	9	5	3	174097	11
P0AFE4	P31979	10	5	4	174097	11
P31979	P33607	5	11	5	174097	11
P0AFD4	P33602	7	6	0	174097	11
P0AFD6	P33602	8	6	1	174097	11
P0AFE0	P33602	9	6	2	174097	11
P0AFE4	P33602	10	6	3	174097	11
P33602	P33607	6	11	4	174097	11
P0AFD4	P0AFD6	7	8	0	174097	11
P0AFD4	P0AFE0	7	9	1	174097	11
P0AFD4	P0AFE4	7	10	2	174097	11
P0AFD4	P33607	7	11	3	174097	11
P0AFD6	P0AFE0	8	9	0	174097	11
P0AFD6	P0AFE4	8	10	1	174097	11
P0AFD6	P33607	8	11	2	174097	11
P0AFE0	P0AFE4	9	10	0	174097	11
P0AFE0	P33607	9	11	1	174097	11
P0AFE4	P33607	10	11	0	174097	11
P33014	P33015	2	1	0	174047	2
P0AA57	P76278	1	2	0	174013	3
P0AA57	P64506	1	3	1	174013	3
P64506	P76278	3	2	0	174013	3
P0A6I6	P0AC75	2	1	0	174377	2
P08839	P0AA04	2	1	0	174124	3
P0AA04	P69783	1	3	1	174124	3
P08839	P69783	2	3	0	174124	3
P0ACS7	P39265	1	2	0	174460	2
P0ACZ8	P77485	1	2	0	173781	2
P17994	P76466	1	2	0	174089	2
P69330	P77390	2	1	0	173788	7
P0A9I1	P77390	3	1	1	173788	7
P75726	P77390	4	1	2	173788	7
P0A6G5	P77390	5	1	3	173788	7
P77231	P77390	6	1	4	173788	7
P0AE74	P77390	7	1	5	173788	7
P0A9I1	P69330	3	2	0	173788	7
P69330	P75726	2	4	1	173788	7
P0A6G5	P69330	5	2	2	173788	7
P69330	P77231	2	6	3	173788	7
P0AE74	P69330	7	2	4	173788	7
P0A9I1	P75726	3	4	0	173788	7
P0A6G5	P0A9I1	5	3	1	173788	7
P0A9I1	P77231	3	6	2	173788	7
P0A9I1	P0AE74	3	7	3	173788	7
P0A6G5	P75726	5	4	0	173788	7
P75726	P77231	4	6	1	173788	7
P0AE74	P75726	7	4	2	173788	7
P0A6G5	P77231	5	6	0	173788	7
P0A6G5	P0AE74	5	7	1	173788	7
P0AE74	P77231	7	6	0	173788	7
P09158	P0A7F6	1	2	0	173682	2
P66948	P76569	1	2	0	174141	2
P0AAV4	P0AFP6	2	1	0	173807	5
P0AFP6	P75745	1	3	1	173807	5
P0AFP6	P75746	1	4	2	173807	5
P0AFP6	P50465	1	5	3	173807	5
P0AAV4	P75745	2	3	0	173807	5
P0AAV4	P75746	2	4	1	173807	5
P0AAV4	P50465	2	5	2	173807	5
P75745	P75746	3	4	0	173807	5
P50465	P75745	5	3	1	173807	5
P50465	P75746	5	4	0	173807	5
P0AEJ0	P27303	2	1	0	174181	2
P21362	P21363	1	2	0	173911	2
P0A6K1	P0ADN6	2	1	0	174344	5
P0ADN6	P23305	1	3	1	174344	5
P0A8P6	P0ADN6	4	1	2	174344	5
P0ADN6	P0ADP0	1	5	3	174344	5
P0A6K1	P23305	2	3	0	174344	5
P0A6K1	P0A8P6	2	4	1	174344	5
P0A6K1	P0ADP0	2	5	2	174344	5
P0A8P6	P23305	4	3	0	174344	5
P0ADP0	P23305	5	3	1	174344	5
P0A8P6	P0ADP0	4	5	0	174344	5
P18775	P18776	1	2	0	173846	3
P18775	P18777	1	3	1	173846	3
P18776	P18777	2	3	0	173846	3
P06609	P06610	1	2	0	173989	4
P06609	P06611	1	3	1	173989	4
P06609	P23898	1	4	2	173989	4
P06610	P06611	2	3	0	173989	4
P06610	P23898	2	4	1	173989	4
P06611	P23898	3	4	0	173989	4
P36566	P60293	1	2	0	173851	4
P22524	P36566	3	1	1	173851	4
P22523	P36566	4	1	2	173851	4
P22524	P60293	3	2	0	173851	4
P22523	P60293	4	2	1	173851	4
P22523	P22524	4	3	0	173851	4
P64483	P76237	2	1	0	174002	2
P0A823	P37025	2	1	0	173687	2
P75682	P77596	1	2	0	173715	2
P05458	P08394	1	2	0	174210	3
P04993	P05458	3	1	1	174210	3
P04993	P08394	3	2	0	174210	3
P0AB46	Q7DFV3	2	1	0	173896	2
P0AC84	P0AEZ7	1	2	0	173702	2
P17411	P37794	1	2	0	173993	2
P63417	P64599	2	1	0	174278	2
P0ACY9	P33219	1	2	0	174015	2
P23481	P23482	1	2	0	174140	12
P23481	P77858	1	3	1	174140	12
P23481	P77416	1	4	2	174140	12
P0AEW1	P23481	5	1	3	174140	12
P23481	P77437	1	6	4	174140	12
P23481	P77329	1	7	5	174140	12
P23481	P77423	1	8	6	174140	12
P23481	P77668	1	9	7	174140	12
P23481	P77453	1	10	8	174140	12
P23481	P71229	1	11	9	174140	12
P23481	P77733	1	12	10	174140	12
P23482	P77858	2	3	0	174140	12
P23482	P77416	2	4	1	174140	12
P0AEW1	P23482	5	2	2	174140	12
P23482	P77437	2	6	3	174140	12
P23482	P77329	2	7	4	174140	12
P23482	P77423	2	8	5	174140	12
P23482	P77668	2	9	6	174140	12
P23482	P77453	2	10	7	174140	12
P23482	P71229	2	11	8	174140	12
P23482	P77733	2	12	9	174140	12
P77416	P77858	4	3	0	174140	12
P0AEW1	P77858	5	3	1	174140	12
P77437	P77858	6	3	2	174140	12
P77329	P77858	7	3	3	174140	12
P77423	P77858	8	3	4	174140	12
P77668	P77858	9	3	5	174140	12
P77453	P77858	10	3	6	174140	12
P71229	P77858	11	3	7	174140	12
P77733	P77858	12	3	8	174140	12
P0AEW1	P77416	5	4	0	174140	12
P77416	P77437	4	6	1	174140	12
P77329	P77416	7	4	2	174140	12
P77416	P77423	4	8	3	174140	12
P77416	P77668	4	9	4	174140	12
P77416	P77453	4	10	5	174140	12
P71229	P77416	11	4	6	174140	12
P77416	P77733	4	12	7	174140	12
P0AEW1	P77437	5	6	0	174140	12
P0AEW1	P77329	5	7	1	174140	12
P0AEW1	P77423	5	8	2	174140	12
P0AEW1	P77668	5	9	3	174140	12
P0AEW1	P77453	5	10	4	174140	12
P0AEW1	P71229	5	11	5	174140	12
P0AEW1	P77733	5	12	6	174140	12
P77329	P77437	7	6	0	174140	12
P77423	P77437	8	6	1	174140	12
P77437	P77668	6	9	2	174140	12
P77437	P77453	6	10	3	174140	12
P71229	P77437	11	6	4	174140	12
P77437	P77733	6	12	5	174140	12
P77329	P77423	7	8	0	174140	12
P77329	P77668	7	9	1	174140	12
P77329	P77453	7	10	2	174140	12
P71229	P77329	11	7	3	174140	12
P77329	P77733	7	12	4	174140	12
P77423	P77668	8	9	0	174140	12
P77423	P77453	8	10	1	174140	12
P71229	P77423	11	8	2	174140	12
P77423	P77733	8	12	3	174140	12
P77453	P77668	10	9	0	174140	12
P71229	P77668	11	9	1	174140	12
P77668	P77733	9	12	2	174140	12
P71229	P77453	11	10	0	174140	12
P77453	P77733	10	12	1	174140	12
P71229	P77733	11	12	0	174140	12
P0AC62	P0AG86	1	2	0	174383	4
P0A6S7	P0AC62	3	1	1	174383	4
P0A9D4	P0AC62	4	1	2	174383	4
P0A6S7	P0AG86	3	2	0	174383	4
P0A9D4	P0AG86	4	2	1	174383	4
P0A6S7	P0A9D4	3	4	0	174383	4
P0ABK7	P28307	1	2	0	173874	3
P0ABK7	P52107	1	3	1	173874	3
P28307	P52107	2	3	0	173874	3
P31462	P31463	1	2	0	174362	2
P0ACD2	P71239	2	1	0	174053	10
P0AC88	P71239	3	1	1	174053	10
P32055	P71239	4	1	2	174053	10
P32056	P71239	5	1	3	174053	10
P32057	P71239	6	1	4	174053	10
P24174	P71239	7	1	5	174053	10
P24175	P71239	8	1	6	174053	10
P71239	P71241	1	9	7	174053	10
P71239	P77377	1	10	8	174053	10
P0AC88	P0ACD2	3	2	0	174053	10
P0ACD2	P32055	2	4	1	174053	10
P0ACD2	P32056	2	5	2	174053	10
P0ACD2	P32057	2	6	3	174053	10
P0ACD2	P24174	2	7	4	174053	10
P0ACD2	P24175	2	8	5	174053	10
P0ACD2	P71241	2	9	6	174053	10
P0ACD2	P77377	2	10	7	174053	10
P0AC88	P32055	3	4	0	174053	10
P0AC88	P32056	3	5	1	174053	10
P0AC88	P32057	3	6	2	174053	10
P0AC88	P24174	3	7	3	174053	10
P0AC88	P24175	3	8	4	174053	10
P0AC88	P71241	3	9	5	174053	10
P0AC88	P77377	3	10	6	174053	10
P32055	P32056	4	5	0	174053	10
P32055	P32057	4	6	1	174053	10
P24174	P32055	7	4	2	174053	10
P24175	P32055	8	4	3	174053	10
P32055	P71241	4	9	4	174053	10
P32055	P77377	4	10	5	174053	10
P32056	P32057	5	6	0	174053	10
P24174	P32056	7	5	1	174053	10
P24175	P32056	8	5	2	174053	10
P32056	P71241	5	9	3	174053	10
P32056	P77377	5	10	4	174053	10
P24174	P32057	7	6	0	174053	10
P24175	P32057	8	6	1	174053	10
P32057	P71241	6	9	2	174053	10
P32057	P77377	6	10	3	174053	10
P24174	P24175	7	8	0	174053	10
P24174	P71241	7	9	1	174053	10
P24174	P77377	7	10	2	174053	10
P24175	P71241	8	9	0	174053	10
P24175	P77377	8	10	1	174053	10
P71241	P77377	9	10	0	174053	10
P0ACW0	P76061	2	1	0	173930	2
P0AGL5	P52119	1	2	0	174166	2
P0AE82	P0AE88	2	1	0	174323	2
P27253	P27254	1	2	0	174229	4
P27253	P52045	1	3	1	174229	4
P27253	P52043	1	4	2	174229	4
P27254	P52045	2	3	0	174229	4
P27254	P52043	2	4	1	174229	4
P52043	P52045	4	3	0	174229	4
P0ACR0	P33667	1	2	0	173767	2
P0AF63	P21499	1	2	0	174477	2
P76161	P76162	2	1	0	173963	2
P25396	P25397	1	2	0	173940	2
P0ABD1	P0ABR7	1	2	0	174005	3
P0ABD1	P76254	1	3	1	174005	3
P0ABR7	P76254	2	3	0	174005	3
P33342	P33343	2	1	0	174064	4
P33341	P33343	3	1	1	174064	4
P33340	P33343	4	1	2	174064	4
P33341	P33342	3	2	0	174064	4
P33340	P33342	4	2	1	174064	4
P33340	P33341	4	3	0	174064	4
P33225	P33226	2	1	0	173865	3
P33226	P36662	1	3	1	173865	3
P33225	P36662	2	3	0	173865	3
P16917	P28911	1	2	0	174408	2
P39282	P39283	1	2	0	174473	3
P39282	P39284	1	3	1	174473	3
P39283	P39284	2	3	0	174473	3
P39451	P67699	1	2	0	173950	2
P0A749	P0A9W6	2	1	0	174285	2
P0A6P9	P0A7E5	2	1	0	174200	2
P37641	P37642	1	2	0	174402	2
P38393	P38394	1	2	0	173929	3
P15033	P38393	3	1	1	173929	3
P15033	P38394	3	2	0	173929	3
P77374	P77783	1	2	0	173971	5
P0AAJ1	P77374	3	1	1	173971	5
P76173	P77374	4	1	2	173971	5
P69853	P77374	5	1	3	173971	5
P0AAJ1	P77783	3	2	0	173971	5
P76173	P77783	4	2	1	173971	5
P69853	P77783	5	2	2	173971	5
P0AAJ1	P76173	3	4	0	173971	5
P0AAJ1	P69853	3	5	1	173971	5
P69853	P76173	5	4	0	173971	5
P0AAZ4	P61316	2	1	0	173845	3
P0A8L1	P61316	3	1	1	173845	3
P0A8L1	P0AAZ4	3	2	0	173845	3
P0A9U8	P37766	2	1	0	173986	2
P0A6Q3	P75867	2	1	0	173857	2
P0AAS7	P24186	2	1	0	173774	2
P0A7P5	P0A7Y8	1	2	0	174363	4
P0A7P5	P0A8C8	1	3	1	174363	4
P0A7P5	P25714	1	4	2	174363	4
P0A7Y8	P0A8C8	2	3	0	174363	4
P0A7Y8	P25714	2	4	1	174363	4
P0A8C8	P25714	3	4	0	174363	4
P0AA37	P60240	2	1	0	173670	2
P16684	P16685	1	2	0	174461	11
P16684	P16686	1	3	1	174461	11
P16684	P16687	1	4	2	174461	11
P16684	P16688	1	5	3	174461	11
P16678	P16684	6	1	4	174461	11
P16679	P16684	7	1	5	174461	11
P16684	P16689	1	8	6	174461	11
P16684	P16690	1	9	7	174461	11
P16684	P16691	1	10	8	174461	11
P16684	P16692	1	11	9	174461	11
P16685	P16686	2	3	0	174461	11
P16685	P16687	2	4	1	174461	11
P16685	P16688	2	5	2	174461	11
P16678	P16685	6	2	3	174461	11
P16679	P16685	7	2	4	174461	11
P16685	P16689	2	8	5	174461	11
P16685	P16690	2	9	6	174461	11
P16685	P16691	2	10	7	174461	11
P16685	P16692	2	11	8	174461	11
P16686	P16687	3	4	0	174461	11
P16686	P16688	3	5	1	174461	11
P16678	P16686	6	3	2	174461	11
P16679	P16686	7	3	3	174461	11
P16686	P16689	3	8	4	174461	11
P16686	P16690	3	9	5	174461	11
P16686	P16691	3	10	6	174461	11
P16686	P16692	3	11	7	174461	11
P16687	P16688	4	5	0	174461	11
P16678	P16687	6	4	1	174461	11
P16679	P16687	7	4	2	174461	11
P16687	P16689	4	8	3	174461	11
P16687	P16690	4	9	4	174461	11
P16687	P16691	4	10	5	174461	11
P16687	P16692	4	11	6	174461	11
P16678	P16688	6	5	0	174461	11
P16679	P16688	7	5	1	174461	11
P16688	P16689	5	8	2	174461	11
P16688	P16690	5	9	3	174461	11
P16688	P16691	5	10	4	174461	11
P16688	P16692	5	11	5	174461	11
P16678	P16679	6	7	0	174461	11
P16678	P16689	6	8	1	174461	11
P16678	P16690	6	9	2	174461	11
P16678	P16691	6	10	3	174461	11
P16678	P16692	6	11	4	174461	11
P16679	P16689	7	8	0	174461	11
P16679	P16690	7	9	1	174461	11
P16679	P16691	7	10	2	174461	11
P16679	P16692	7	11	3	174461	11
P16689	P16690	8	9	0	174461	11
P16689	P16691	8	10	1	174461	11
P16689	P16692	8	11	2	174461	11
P16690	P16691	9	10	0	174461	11
P16690	P16692	9	11	1	174461	11
P16691	P16692	10	11	0	174461	11
P0A6L2	P0A903	1	2	0	174138	2
P17117	P46119	2	1	0	173836	3
P0C0U4	P46119	3	1	1	173836	3
P0C0U4	P17117	3	2	0	173836	3
P0A8D6	P75917	2	1	0	173876	3
P75917	P75919	1	3	1	173876	3
P0A8D6	P75919	2	3	0	173876	3
P0AGF2	Q46925	2	1	0	174209	2
P77196	P77599	1	3	1	174109	7
P76501	P77196	4	1	2	174109	7
P76500	P77196	5	1	3	174109	7
P76499	P77196	6	1	4	174109	7
P76498	P77196	7	1	5	174109	7
P77196	P77599	1	3	1	174109	7
P76501	P77196	4	1	2	174109	7
P76500	P77196	5	1	3	174109	7
P76499	P77196	6	1	4	174109	7
P76498	P77196	7	1	5	174109	7
P76501	P77599	4	3	0	174109	7
P76500	P77599	5	3	1	174109	7
P76499	P77599	6	3	2	174109	7
P76498	P77599	7	3	3	174109	7
P76500	P76501	5	4	0	174109	7
P76499	P76501	6	4	1	174109	7
P76498	P76501	7	4	2	174109	7
P76499	P76500	6	5	0	174109	7
P76498	P76500	7	5	1	174109	7
P76498	P76499	7	6	0	174109	7
P60906	P76576	1	2	0	174148	3
P60906	P77774	1	3	1	174148	3
P76576	P77774	2	3	0	174148	3
P04982	P04983	1	2	0	174351	4
P04982	P0AGI1	1	3	1	174351	4
P02925	P04982	4	1	2	174351	4
P04983	P0AGI1	2	3	0	174351	4
P02925	P04983	4	2	1	174351	4
P02925	P0AGI1	4	3	0	174351	4
Q46856	Q46857	1	2	0	174245	2
P39301	P69822	1	2	0	174479	6
P39301	P69820	1	3	1	174479	6
P39301	P39304	1	4	2	174479	6
P39301	P39305	1	5	3	174479	6
P39301	P39306	1	6	4	174479	6
P69820	P69822	3	2	0	174479	6
P39304	P69822	4	2	1	174479	6
P39305	P69822	5	2	2	174479	6
P39306	P69822	6	2	3	174479	6
P39304	P69820	4	3	0	174479	6
P39305	P69820	5	3	1	174479	6
P39306	P69820	6	3	2	174479	6
P39304	P39305	4	5	0	174479	6
P39304	P39306	4	6	1	174479	6
P39305	P39306	5	6	0	174479	6
P25889	P76440	2	1	0	174072	2
P64524	P64526	1	2	0	174046	2
P23869	P43341	1	2	0	173773	4
P0AG18	P23869	3	1	1	173773	4
P09029	P23869	4	1	2	173773	4
P0AG18	P43341	3	2	0	173773	4
P09029	P43341	4	2	1	173773	4
P09029	P0AG18	4	3	0	173773	4
P0A6A3	P0A9M8	1	2	0	174101	2
P0AAI3	P0AC13	1	2	0	174282	3
P0AAI3	P31120	1	3	1	174282	3
P0AC13	P31120	2	3	0	174282	3
P0AEE3	P39099	2	1	0	174296	2
P31119	P39196	1	2	0	174214	2
P00893	P00894	1	2	0	173675	2
P23865	P45577	2	1	0	174010	2
P0ACZ4	P30855	1	2	0	174117	2
P0A809	P0A812	1	2	0	174019	2
P77297	P77736	2	1	0	173726	5
P77187	P77736	3	1	1	173726	5
P77221	P77736	4	1	2	173726	5
P77736	Q2EEQ3	1	5	3	173726	5
P77187	P77297	3	2	0	173726	5
P77221	P77297	4	2	1	173726	5
P77297	Q2EEQ3	2	5	2	173726	5
P77187	P77221	3	4	0	173726	5
P77187	Q2EEQ3	3	5	1	173726	5
P77221	Q2EEQ3	4	5	0	173726	5
P76551	P76552	2	1	0	174131	7
P0AEJ6	P76552	3	1	1	174131	7
P19636	P76552	4	1	2	174131	7
P76541	P76552	5	1	3	174131	7
P76540	P76552	6	1	4	174131	7
P36547	P76552	7	1	5	174131	7
P0AEJ6	P76551	3	2	0	174131	7
P19636	P76551	4	2	1	174131	7
P76541	P76551	5	2	2	174131	7
P76540	P76551	6	2	3	174131	7
P36547	P76551	7	2	4	174131	7
P0AEJ6	P19636	3	4	0	174131	7
P0AEJ6	P76541	3	5	1	174131	7
P0AEJ6	P76540	3	6	2	174131	7
P0AEJ6	P36547	3	7	3	174131	7
P19636	P76541	4	5	0	174131	7
P19636	P76540	4	6	1	174131	7
P19636	P36547	4	7	2	174131	7
P76540	P76541	6	5	0	174131	7
P36547	P76541	7	5	1	174131	7
P36547	P76540	7	6	0	174131	7
P0CF66	P0CF79	1	2	0	173776	4
P0CF66	P75718	1	3	1	173776	4
P0CF66	P23895	1	4	2	173776	4
P0CF79	P75718	2	3	0	173776	4
P0CF79	P23895	2	4	1	173776	4
P23895	P75718	4	3	0	173776	4
P08244	P08245	1	2	0	173916	2
P0CF66	P36943	2	1	0	173722	3
P0CF79	P36943	3	1	1	173722	3
P0CF66	P0CF79	2	3	0	173722	3
P0ACC3	P37019	2	1	0	173689	2
P0AF76	P0AF78	1	2	0	174478	7
P0AF76	P39293	1	3	1	174478	7
P0AF76	P0AF80	1	4	2	174478	7
P0AF76	P39295	1	5	3	174478	7
P0AF76	P33222	1	6	4	174478	7
P0AF76	P33224	1	7	5	174478	7
P0AF78	P39293	2	3	0	174478	7
P0AF78	P0AF80	2	4	1	174478	7
P0AF78	P39295	2	5	2	174478	7
P0AF78	P33222	2	6	3	174478	7
P0AF78	P33224	2	7	4	174478	7
P0AF80	P39293	4	3	0	174478	7
P39293	P39295	3	5	1	174478	7
P33222	P39293	6	3	2	174478	7
P33224	P39293	7	3	3	174478	7
P0AF80	P39295	4	5	0	174478	7
P0AF80	P33222	4	6	1	174478	7
P0AF80	P33224	4	7	2	174478	7
P33222	P39295	6	5	0	174478	7
P33224	P39295	7	5	1	174478	7
P33222	P33224	6	7	0	174478	7
P0A944	P28632	2	1	0	174510	3
